"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006517","GO:0006517","protein deglycosylation","9/7300","16/18888",0.5625,1.45541095890411,1.44641588097763,0.118084908406945,0.267608554027159,0.184897215612963,"55741/111089941/55768/9695/4125/57134/10724/175/11253",9
"GO:0010819","GO:0010819","regulation of T cell chemotaxis","9/7300","16/18888",0.5625,1.45541095890411,1.44641588097763,0.118084908406945,0.267608554027159,0.184897215612963,"3627/8740/9943/6868/729230/6352/7474/102/284114",9
"GO:0016045","GO:0016045","detection of bacterium","9/7300","16/18888",0.5625,1.45541095890411,1.44641588097763,0.118084908406945,0.267608554027159,0.184897215612963,"3106/3105/10392/64127/7096/58484/3123/7097/284297",9
"GO:0016078","GO:0016078","tRNA catabolic process","9/7300","16/18888",0.5625,1.45541095890411,1.44641588097763,0.118084908406945,0.267608554027159,0.184897215612963,"4234/283/146857/5393/51010/5394/10940/54888/84186",9
"GO:0018146","GO:0018146","keratan sulfate biosynthetic process","9/7300","16/18888",0.5625,1.45541095890411,1.44641588097763,0.118084908406945,0.267608554027159,0.184897215612963,"93010/8534/10402/11041/11046/9435/4166/6483/10678",9
"GO:0023035","GO:0023035","CD40 signaling pathway","9/7300","16/18888",0.5625,1.45541095890411,1.44641588097763,0.118084908406945,0.267608554027159,0.184897215612963,"3688/3678/2177/958/7128/5245/79155/942/54209",9
"GO:0030201","GO:0030201","heparan sulfate proteoglycan metabolic process","9/7300","16/18888",0.5625,1.45541095890411,1.44641588097763,0.118084908406945,0.267608554027159,0.184897215612963,"9953/9653/9955/23213/9957/4669/55959/266722/9951",9
"GO:0030810","GO:0030810","positive regulation of nucleotide biosynthetic process","9/7300","16/18888",0.5625,1.45541095890411,1.44641588097763,0.118084908406945,0.267608554027159,0.184897215612963,"5465/7114/7415/65018/10891/4846/55022/2023/54209",9
"GO:0034112","GO:0034112","positive regulation of homotypic cell-cell adhesion","9/7300","16/18888",0.5625,1.45541095890411,1.44641588097763,0.118084908406945,0.267608554027159,0.184897215612963,"10630/84034/11117/5329/50848/6352/22915/288/3569",9
"GO:0036260","GO:0036260","RNA capping","9/7300","16/18888",0.5625,1.45541095890411,1.44641588097763,0.118084908406945,0.267608554027159,0.184897215612963,"6628/6633/6637/55783/96764/4686/83640/6636/8732",9
"GO:0042448","GO:0042448","progesterone metabolic process","9/7300","16/18888",0.5625,1.45541095890411,1.44641588097763,0.118084908406945,0.267608554027159,0.184897215612963,"133/8644/1958/10858/1586/1645/1646/1609/6715",9
"GO:0042772","GO:0042772","DNA damage response, signal transduction resulting in transcription","9/7300","16/18888",0.5625,1.45541095890411,1.44641588097763,0.118084908406945,0.267608554027159,0.184897215612963,"11200/2305/675/10459/8533/25946/7157/27330/10467",9
"GO:0043455","GO:0043455","regulation of secondary metabolic process","9/7300","16/18888",0.5625,1.45541095890411,1.44641588097763,0.118084908406945,0.267608554027159,0.184897215612963,"538/23682/126321/9693/7474/1497/1001/23657/10755",9
"GO:0045579","GO:0045579","positive regulation of B cell differentiation","9/7300","16/18888",0.5625,1.45541095890411,1.44641588097763,0.118084908406945,0.267608554027159,0.184897215612963,"4323/7494/3574/3561/3071/695/6688/6850/3635",9
"GO:0046135","GO:0046135","pyrimidine nucleoside catabolic process","9/7300","16/18888",0.5625,1.45541095890411,1.44641588097763,0.118084908406945,0.267608554027159,0.184897215612963,"1806/7378/200316/27350/60489/9582/140564/151531/81602",9
"GO:0048021","GO:0048021","regulation of melanin biosynthetic process","9/7300","16/18888",0.5625,1.45541095890411,1.44641588097763,0.118084908406945,0.267608554027159,0.184897215612963,"538/23682/126321/9693/7474/1497/1001/23657/10755",9
"GO:0051014","GO:0051014","actin filament severing","9/7300","16/18888",0.5625,1.45541095890411,1.44641588097763,0.118084908406945,0.267608554027159,0.184897215612963,"10677/822/6840/4627/2314/9535/2764/85477/1072",9
"GO:0060841","GO:0060841","venous blood vessel development","9/7300","16/18888",0.5625,1.45541095890411,1.44641588097763,0.118084908406945,0.267608554027159,0.184897215612963,"7422/2022/1948/94/659/2294/10512/93/57493",9
"GO:0071895","GO:0071895","odontoblast differentiation","9/7300","16/18888",0.5625,1.45541095890411,1.44641588097763,0.118084908406945,0.267608554027159,0.184897215612963,"56975/5054/203068/4487/650/51176/1051/7040/1499",9
"GO:0090336","GO:0090336","positive regulation of brown fat cell differentiation","9/7300","16/18888",0.5625,1.45541095890411,1.44641588097763,0.118084908406945,0.267608554027159,0.184897215612963,"5292/284207/1432/5743/6495/252995/222236/51043/222008",9
"GO:0098915","GO:0098915","membrane repolarization during ventricular cardiac muscle cell action potential","9/7300","16/18888",0.5625,1.45541095890411,1.44641588097763,0.118084908406945,0.267608554027159,0.184897215612963,"23704/10008/6327/3764/3760/23630/3784/388591/3762",9
"GO:0099149","GO:0099149","regulation of postsynaptic neurotransmitter receptor internalization","9/7300","16/18888",0.5625,1.45541095890411,1.44641588097763,0.118084908406945,0.267608554027159,0.184897215612963,"3690/1948/23237/4983/23345/84896/5898/5534/23513",9
"GO:1900034","GO:1900034","regulation of cellular response to heat","9/7300","16/18888",0.5625,1.45541095890411,1.44641588097763,0.118084908406945,0.267608554027159,0.184897215612963,"3337/27000/9261/4137/51278/545/472/10049/2033",9
"GO:1900373","GO:1900373","positive regulation of purine nucleotide biosynthetic process","9/7300","16/18888",0.5625,1.45541095890411,1.44641588097763,0.118084908406945,0.267608554027159,0.184897215612963,"5465/7114/7415/65018/10891/4846/55022/2023/54209",9
"GO:1900376","GO:1900376","regulation of secondary metabolite biosynthetic process","9/7300","16/18888",0.5625,1.45541095890411,1.44641588097763,0.118084908406945,0.267608554027159,0.184897215612963,"538/23682/126321/9693/7474/1497/1001/23657/10755",9
"GO:1903358","GO:1903358","regulation of Golgi organization","9/7300","16/18888",0.5625,1.45541095890411,1.44641588097763,0.118084908406945,0.267608554027159,0.184897215612963,"64145/9659/57662/5594/10142/30845/23271/83452/5595",9
"GO:2000345","GO:2000345","regulation of hepatocyte proliferation","9/7300","16/18888",0.5625,1.45541095890411,1.44641588097763,0.118084908406945,0.267608554027159,0.184897215612963,"7494/4192/7128/2735/5764/55959/8837/5469/55294",9
"GO:2000696","GO:2000696","regulation of epithelial cell differentiation involved in kidney development","9/7300","16/18888",0.5625,1.45541095890411,1.44641588097763,0.118084908406945,0.267608554027159,0.184897215612963,"4318/3976/130497/8842/25937/6772/5613/10413/1499",9
"GO:0045132","GO:0045132","meiotic chromosome segregation","42/7300","93/18888",0.451612903225806,1.16850198851083,1.29289726456588,0.118300550705773,0.268001604345937,0.185168783574615,"10051/9133/9232/10403/83540/6790/7272/23397/151648/259266/84057/5347/55706/83990/11130/9319/2177/26271/10096/57082/29893/9700/10592/10609/25879/9134/55743/10734/56776/51547/2801/256126/10388/4439/472/23353/898/4292/84944/4361/245711/7320",42
"GO:0046824","GO:0046824","positive regulation of nucleocytoplasmic transport","29/7300","62/18888",0.467741935483871,1.21023420238621,1.31600902029259,0.11854131478819,0.268266466125272,0.185351782977229,"1894/983/2316/8841/10657/7545/5901/4193/8692/10155/10411/5494/3728/1432/2737/80149/2010/7531/5295/23435/3059/10541/5566/5743/7040/84455/51496/8882/2033",29
"GO:0072348","GO:0072348","sulfur compound transport","29/7300","62/18888",0.467741935483871,1.21023420238621,1.31600902029259,0.11854131478819,0.268266466125272,0.185351782977229,"29127/1836/6509/60386/6533/56262/7351/115111/55244/4363/51629/8884/115286/215/65012/126321/6506/1468/10861/347734/9197/1497/124935/6505/10560/55144/23657/51000/6519",29
"GO:0034284","GO:0034284","response to monosaccharide","92/7300","215/18888",0.427906976744186,1.10716533928003,1.25431091513989,0.118587857886233,0.268266466125272,0.185351782977229,"1277/1292/1293/50507/285/1636/6648/836/3383/3673/3745/3767/23236/7057/5465/125111/9572/6833/6434/2729/10723/7494/7351/8398/65220/83667/4831/55638/1958/9990/22841/6722/415116/2030/2730/1967/56943/5176/6443/2822/57678/252983/653361/5530/111/8622/5579/55107/9024/2137/3123/8891/5581/84522/130399/4023/2309/5532/6844/114/5562/55088/93/2645/8890/5799/6717/9854/2850/10628/25828/3552/7447/5566/5743/2876/26137/8660/6934/55829/4884/5106/51092/3480/10399/54209/2081/3795/2998/54795/8938/10804",92
"GO:0030326","GO:0030326","embryonic limb morphogenesis","54/7300","122/18888",0.442622950819672,1.1452414102852,1.27738906335389,0.11864224763273,0.268266466125272,0.185351782977229,"157506/7042/7291/22943/1889/51776/130497/1749/8323/3235/2019/221833/3066/6423/581/51098/7289/9241/6468/4038/341640/1750/84314/55764/3065/7704/6909/1382/100131390/6910/7473/3207/2737/4487/7474/51176/2260/340419/860/4488/7020/79659/54903/1499/2719/6926/27077/6497/5469/5396/4154/57728/7476/51057",54
"GO:0035113","GO:0035113","embryonic appendage morphogenesis","54/7300","122/18888",0.442622950819672,1.1452414102852,1.27738906335389,0.11864224763273,0.268266466125272,0.185351782977229,"157506/7042/7291/22943/1889/51776/130497/1749/8323/3235/2019/221833/3066/6423/581/51098/7289/9241/6468/4038/341640/1750/84314/55764/3065/7704/6909/1382/100131390/6910/7473/3207/2737/4487/7474/51176/2260/340419/860/4488/7020/79659/54903/1499/2719/6926/27077/6497/5469/5396/4154/57728/7476/51057",54
"GO:0002828","GO:0002828","regulation of type 2 immune response","17/7300","34/18888",0.5,1.29369863013699,1.36043659281006,0.118924425534274,0.268266466125272,0.185351782977229,"301/3142/1893/64127/91543/729230/3566/430/3606/163486/5590/972/30009/3569/5914/942/6778",17
"GO:0009112","GO:0009112","nucleobase metabolic process","17/7300","34/18888",0.5,1.29369863013699,1.36043659281006,0.118924425534274,0.268266466125272,0.185351782977229,"7298/1806/1890/1503/4329/6240/23028/7372/5594/5471/353/6470/55/51292/51727/9615/2618",17
"GO:0030212","GO:0030212","hyaluronan metabolic process","17/7300","34/18888",0.5,1.29369863013699,1.36043659281006,0.118924425534274,0.268266466125272,0.185351782977229,"7130/3161/23670/960/2990/3037/3038/3074/8692/4790/3073/10894/55512/7040/1950/2247/8372",17
"GO:0034405","GO:0034405","response to fluid shear stress","17/7300","34/18888",0.5,1.29369863013699,1.36043659281006,0.118924425534274,0.268266466125272,0.185351782977229,"1636/8754/4313/3037/4092/8841/10370/7043/4780/5025/5311/5339/6721/4846/5598/5743/445",17
"GO:0050901","GO:0050901","leukocyte tethering or rolling","17/7300","34/18888",0.5,1.29369863013699,1.36043659281006,0.118924425534274,0.268266466125272,0.185351782977229,"3688/3676/10690/6402/2650/2131/8174/729230/9435/7412/3695/64083/6387/6693/5724/6404/2526",17
"GO:0086004","GO:0086004","regulation of cardiac muscle cell contraction","17/7300","34/18888",0.5,1.29369863013699,1.36043659281006,0.118924425534274,0.268266466125272,0.185351782977229,"6781/857/817/477/3728/1824/5350/10142/29119/2702/6717/1829/287/6262/2258/54795/488",17
"GO:0090151","GO:0090151","establishment of protein localization to mitochondrial membrane","17/7300","34/18888",0.5,1.29369863013699,1.36043659281006,0.118924425534274,0.268266466125272,0.185351782977229,"581/55750/64112/401505/10452/23787/8546/9141/4580/5018/90580/285521/617/140823/9804/26521/158234",17
"GO:1900087","GO:1900087","positive regulation of G1/S transition of mitotic cell cycle","26/7300","55/18888",0.472727272727273,1.22313325031133,1.31529921286055,0.120279928763794,0.271227822318924,0.187397855520145,"990/6241/6491/23236/6240/9510/27085/51692/1956/163786/219736/28984/4193/6868/894/84967/9134/595/1981/55835/4921/199/8451/898/5962/1654",26
"GO:0010762","GO:0010762","regulation of fibroblast migration","20/7300","41/18888",0.48780487804878,1.26214500501169,1.33367827566023,0.12103686780693,0.272547556941137,0.188309692056471,"3688/3690/59/7057/55920/9590/358/8692/5581/55198/4921/1201/2039/7040/393/90355/9270/2247/9530/51057",20
"GO:0035136","GO:0035136","forelimb morphogenesis","20/7300","41/18888",0.48780487804878,1.26214500501169,1.33367827566023,0.12103686780693,0.272547556941137,0.188309692056471,"157506/7291/130497/3235/2019/55764/7704/51542/1382/6910/7473/3207/4487/340419/860/4488/7020/1499/6926/7476",20
"GO:0043506","GO:0043506","regulation of JUN kinase activity","20/7300","41/18888",0.48780487804878,1.26214500501169,1.33367827566023,0.12103686780693,0.272547556941137,0.188309692056471,"11221/4217/7186/4216/26191/23328/80824/5770/7984/4294/7474/64853/51347/5058/27250/9479/2081/6885/5871/8792",20
"GO:0090077","GO:0090077","foam cell differentiation","20/7300","41/18888",0.48780487804878,1.26214500501169,1.33367827566023,0.12103686780693,0.272547556941137,0.188309692056471,"3690/5465/4481/6772/4790/9619/6646/5322/5601/3685/4023/58515/3606/7474/948/7040/5468/5583/2033/183",20
"GO:0044331","GO:0044331","cell-cell adhesion mediated by cadherin","23/7300","48/18888",0.479166666666667,1.23979452054795,1.32025585269924,0.12125313907286,0.272841046460899,0.188512471056615,"7422/8728/1009/1004/28316/10459/1003/28984/1000/7082/1016/1008/64405/1500/10211/7474/28513/1006/4855/1001/64403/201627/9647",23
"GO:2001222","GO:2001222","regulation of neuron migration","23/7300","48/18888",0.479166666666667,1.23979452054795,1.32025585269924,0.12125313907286,0.272841046460899,0.188512471056615,"1281/2316/9585/6774/84628/10718/4192/284403/10371/26012/57465/9693/221692/23060/815/83482/2796/22854/23654/54986/816/23768/57556",23
"GO:0046031","GO:0046031","ADP metabolic process","44/7300","98/18888",0.448979591836735,1.16168856583729,1.27370142194725,0.121528083961912,0.273362852695056,0.188872999591047,"1291/230/5465/51422/204/195827/6774/3939/5213/8671/2597/3101/7351/9759/55526/57103/3356/5230/83440/5224/2203/3692/863/3099/8850/669/5562/7167/2645/80201/5236/54541/79147/2023/55753/28964/5566/26137/5223/26289/5315/441531/3607/2033",44
"GO:0035050","GO:0035050","embryonic heart tube development","39/7300","86/18888",0.453488372093023,1.17335457151959,1.27885462158212,0.121917636635838,0.274044953146042,0.189344279272724,"8463/6491/1889/2022/998/10959/10370/4838/51098/90/200894/6722/1909/55081/3280/55764/5311/2296/65009/2303/6909/23059/388389/54345/121643/7048/51684/7474/128344/10413/6262/2348/1499/57534/6926/5469/388591/83852/6911",39
"GO:1901379","GO:1901379","regulation of potassium ion transmembrane transport","39/7300","86/18888",0.453488372093023,1.17335457151959,1.27885462158212,0.121917636635838,0.274044953146042,0.189344279272724,"3688/2316/23704/857/967/10008/30818/196527/483/30819/9472/1804/9943/219527/3783/2783/3781/6000/3746/776/10142/6844/23630/3747/5999/8514/57463/7531/1908/5621/3784/3787/288/287/3788/57628/7341/54209/388591",39
"GO:0006582","GO:0006582","melanin metabolic process","13/7300","25/18888",0.52,1.34544657534247,1.3717791274542,0.122510896784411,0.274503950099156,0.189661411357362,"538/23682/4435/7220/126321/9693/7474/1497/4157/1001/23657/10755/1652",13
"GO:0009110","GO:0009110","vitamin biosynthetic process","13/7300","25/18888",0.52,1.34544657534247,1.3717791274542,0.122510896784411,0.274503950099156,0.189661411357362,"1594/60386/6591/8566/4790/6615/29968/79178/55312/10560/2672/120227/53630",13
"GO:0009164","GO:0009164","nucleoside catabolic process","13/7300","25/18888",0.52,1.34544657534247,1.3717791274542,0.122510896784411,0.274503950099156,0.189661411357362,"1806/7378/200316/27350/60489/4521/9582/140564/4860/151531/51816/9615/81602",13
"GO:0050860","GO:0050860","negative regulation of T cell receptor signaling pathway","13/7300","25/18888",0.52,1.34544657534247,1.3717791274542,0.122510896784411,0.274503950099156,0.189661411357362,"2633/3958/5771/10385/5074/26191/7805/84174/5621/79037/5777/11006/8525",13
"GO:0060314","GO:0060314","regulation of ryanodine-sensitive calcium-release channel activity","13/7300","25/18888",0.52,1.34544657534247,1.3717791274542,0.122510896784411,0.274503950099156,0.189661411357362,"1193/9472/2280/57190/57338/817/84502/5311/2946/6717/5566/801/808",13
"GO:0090023","GO:0090023","positive regulation of neutrophil chemotaxis","13/7300","25/18888",0.52,1.34544657534247,1.3717791274542,0.122510896784411,0.274503950099156,0.189661411357362,"3576/5880/4192/57118/1236/728/7060/972/3071/10059/90550/51561/9750",13
"GO:0090335","GO:0090335","regulation of brown fat cell differentiation","13/7300","25/18888",0.52,1.34544657534247,1.3717791274542,0.122510896784411,0.274503950099156,0.189661411357362,"5292/11221/79068/59341/2624/284207/1432/5743/6495/252995/222236/51043/222008",13
"GO:1901071","GO:1901071","glucosamine-containing compound metabolic process","13/7300","25/18888",0.52,1.34544657534247,1.3717791274542,0.122510896784411,0.274503950099156,0.189661411357362,"1116/1117/140838/8534/1486/9215/2135/10724/4248/10007/9435/4166/55577",13
"GO:1902993","GO:1902993","positive regulation of amyloid precursor protein catabolic process","13/7300","25/18888",0.52,1.34544657534247,1.3717791274542,0.122510896784411,0.274503950099156,0.189661411357362,"836/1139/1942/4067/347731/9619/10418/54103/10048/114134/5970/6667/20",13
